,text,intent_ovr
25457,hard to imagine having more fun watching a documentary ...,review
19644,seem downright Hitchcockian,review
15931,"contemporary , in-jokey one",review
18682,become very involved in the proceedings ; to me,review
67587,below the belt,review
57929,a consistent embracing humanity in the face of life 's harshness,review
20288,", irredeemably awful .",review
55695,the closed-door hanky-panky,review
9159,-LRB- Ramsay -RRB-,review
35909,the most savagely hilarious social critics,review
44497,Grant 's two best films,review
71576,hoofing and crooning,review
74983,on its own preciousness,review
38179,"charred , somewhere northwest of the Bermuda Triangle",review
69008,we had no trouble sitting for Blade II .,review
18884,is n't complex enough to hold our interest .,review
18711,from a minimalist funeral,review
63522,bringing the story of Spider-Man,review
22598,its quirky tunes,review
68891,sets out with no pretensions and delivers big time,review
67256,"sketch inspired by the works of John Waters and Todd Solondz ,",review
11181,"Reassuring , retro uplifter .",review
42458,The level of acting,review
33078,hijacks the heat of revolution,review
33539,"Oh , and more entertaining , too .",review
13090,", Auto Focus bears out as your typical junkie opera ...",review
22710,The Tuxedo was n't just bad ;,review
72909,an invaluable record,review
73750,"so unabashedly Canadian , not afraid to risk American scorn or disinterest",review
15128,love this movie,review
70421,jived with sex,review
45961,are more in line with Steven Seagal,review
58085,no opportunity to trivialize the material,review
71459,A harrowing account of a psychological breakdown,review
69546,"and your reward will be a thoughtful , emotional movie experience .",review
54477,if she 's cut open a vein,review
75649,the most irresponsible picture ever released by a major film studio .,review
27406,a philosophical void,review
60284,Underachieves only in not taking the Shakespeare parallels quite far enough .,review
72042,has succeeded beyond all expectation .,review
50645,Scott 's convincing portrayal,review
19590,looks genuinely pretty,review
73891,and recessive charms,review
50436,"their mentally `` superior '' friends , family",review
20301,"is , alas , no Woody Allen",review
17546,are telegraphed so far in advance,review
49317,"would 've reeked of a been-there , done-that sameness .",review
23670,of the wondrous beats,review
39212,"games , wire fu , horror movies , mystery , James Bond",review
72949,"candid , archly funny and deeply authentic take",review
44416,that princesses that are married for political reason live happily ever after,review
50442,"A droll ,",review
73754,so unabashedly Canadian,review
9431,handled with such sensitivity,review
3938,would tax Einstein 's brain .,review
45443,as in real life,review
74481,Both flawed and delayed,review
3203,to a biting satire that has no teeth,review
58710,in Ireland over a man,review
23439,An impenetrable and insufferable ball of pseudo-philosophic twaddle .,review
69425,it 's talking and,review
753,the clever credits roll,review
43420,shows and empathizes with the victims he reveals,review
36059,By the time,review
49169,the familiar to traverse uncharted ground,review
12914,"its recycled aspects ,",review
70924,the Old Block,review
56164,Heidi 's trip,review
48046,performed a difficult task indeed,review
66330,the economic fringes of Margaret Thatcher 's ruinous legacy,review
53865,an innocent yet fervid conviction,review
58720,is just lazy writing .,review
64730,large ... and,review
54981,be why it works as well as it does,review
60422,"will leave the auditorium feeling dizzy , confused , and totally disorientated",review
80573,"feel anything much while watching this movie ,",review
32615,seems twice as long as its 83 minutes,review
29159,Though overall an overwhelmingly positive portrayal,review
777,Contrived pastiche of caper,review
79394,The fun of the movie,review
24915,would expect from the directors of The Little Mermaid and Aladdin,review
12880,Houseboat and Father Goose,review
55516,'s no working girl,review
46866,are ... impeccable throughout .,review
42699,"the slow , lingering death",review
65240,that works against itself,review
84049,is unusually tame,review
60336,"essentially ruined -- or , rather , overpowered",review
47993,"An empty exercise ,",review
28595,who all have big round eyes and Japanese names,review
61585,in exploring motivation,review
78,is a plodding mess .,review
49056,proves surprisingly serviceable,review
63403,considers various levels of reality,review
38899,why it 's compelling,review
29860,is a genuinely bone-chilling tale .,review
8814,plus the script,review
76872,wit and hoopla,review
9820,in diminishing his stature from Oscar-winning master to lowly studio hack,review
50093,its rough edges and,review
64293,the film is well under way -- and,review
55270,"intriguing , provocative stuff",review
81636,full 90 minutes,review
45246,still feels like a promising work-in-progress,review
53084,once it gets rock-n-rolling,review
55091,anxious to see strange young guys doing strange guy things,review
25507,do with imagination than market research,review
57071,Its and pieces of The Hot Chick,review
32916,sweet and gentle,review
40277,is a little like a chocolate milk moustache,review
53159,meant to shine through the gloomy film noir veil,review
61337,I admit it,review
73668,", vaguely disturbing way",review
75898,is anyone 's guess .,review
8309,so goofy all the time,review
70092,the artist 's career,review
10795,a surprisingly faithful remake,review
7143,are in this tepid genre offering,review
62460,", it 's still not a good movie",review
35133,Vincent became more and more abhorrent,review
83208,a degree of affection rather than revulsion,review
33812,informative and breathtakingly spectacular,review
50457,their capacity to explain themselves,review
84147,"Director Elie Chouraqui , who co-wrote the script ,",review
80174,most of the cast,review
10212,its natural running time,review
534,of Miramax 's deep shelves,review
73610,There 's a reason why halftime is only fifteen minutes long .,review
82802,but does n't,review
18858,what has become of us all in the era of video,review
63639,A completely spooky piece of business,review
16310,the Vertical Limit of surfing movies,review
11907,", or childish",review
16591,tiny little jokes,review
11280,'s the image that really tells the tale,review
75821,the Tiger Beat version,review
73889,The quirky and recessive charms,review
81599,as Bond in Die,review
3055,to start a reaction,review
9276,subtitled costume drama,review
36429,World War II action,review
35038,dress up in drag,review
64665,it 's the man that makes the clothes .,review
82773,"sappy , preachy one",review
41999,onto a moving truck,review
9312,A captivating new film .,review
59554,"George W. Bush , Henry Kissinger , Larry King , et al.",review
50188,"is the gabbiest giant-screen movie ever ,",review
