,text,intent_ovr
68239,on a dime in the tries-so-hard-to-be-cool `` Clockstoppers,review
52985,be had here,review
9541,call Domino 's,review
23480,"French , Japanese and Hollywood cultures",review
40378,have a good time with this one too,review
17353,a simply astounding cor-blimey-luv-a-duck cockney accent,review
66198,potentially interesting subject,review
21457,a closet full of skeletons,review
60712,straightforward and deadly,review
71614,worth caring about,review
2486,shines like a lonely beacon .,review
81315,"philosophers , not filmmakers",review
20562,The script by Vincent R. Nebrida,review
85243,its audience giddy,review
45415,a pop-influenced prank,review
8826,ultimately hollow mockumentary,review
78081,"just utter ` uhhh , '",review
51234,the first place,review
41964,Degenerates into hogwash,review
46415,"director Hoffman ,",review
20757,of a comedy,review
53688,way cheaper -LRB- and better -RRB-,review
54426,it 's an adventure story and history lesson all in one .,review
28165,-LRB- see : terrorists are more evil than ever ! -RRB-,review
75592,every set-up obvious and lengthy,review
56369,emerge from the traffic jam of holiday movies,review
27143,of those war movies,review
39125,not for everyone,review
18381,a day at the beach --,review
22860,of keening and self-mutilating sideshow geeks,review
76366,should be able to appreciate the wonderful cinematography and naturalistic acting .,review
17664,entertaining and audacious moments,review
7722,the all-too-familiar dramatic arc,review
61714,that 's so prevalent on The Rock,review
66446,is n't a comparison,review
2674,that leaps over national boundaries and celebrates universal human nature,review
22307,does n't add anything fresh to the myth,review
62294,know the outcome,review
81143,one decent performance,review
46673,Longest Yard ...,review
41030,the film 's bizarre developments,review
78534,'s goofy -LRB- if not entirely wholesome -RRB- fun,review
39992,killer CGI effects,review
51014,the film to be made,review
67219,The Master of Disguise is funny -- not,review
43284,than its most famous previous film adaptation,review
13257,plays like a powerful 1957 drama we 've somehow never seen before,review
6416,to recent national events,review
21994,the preaching message,review
55615,"great power , yet",review
17099,the stills might make a nice coffee table book,review
40927,Friday the 13th,review
22784,watch as an exploratory medical procedure or an autopsy,review
14743,"my opinion ,",review
68407,"feels the dimming of a certain ambition , but",review
69479,-LRB- T -RRB- his slop,review
21123,torturing each other psychologically and,review
19423,"is , overall ,",review
1282,", sets the tone for a summer of good stuff",review
50113,a thriller that wo n't,review
29711,what makes Dover Kosashvili 's outstanding feature debut so potent,review
44517,The Shipping News before it,review
56820,by which time,review
18893,Steven Soderbergh 's Traffic,review
76615,than its director could ever have dreamed,review
1637,playing with narrative form,review
69048,"a film , and such a stultifying ,",review
59156,it was called The Professional,review
16476,his recent death,review
67731,gives Assassin a disquieting authority,review
40853,I had n't already seen .,review
25291,A savage John Waters-like humor that dances on the edge,review
68903,it appears not to have been edited at all,review
73211,that 's opened between them,review
54171,'s no doubting,review
29122,ultimately that 's what makes it worth a recommendation,review
62466,happens to be that rarity among sequels,review
70428,"Bette Davis ,",review
28952,strokes the eyeballs,review
26807,slather Clearasil over the blemishes of youth,review
85449,a meal of it,review
69744,"was so endlessly , grotesquely ,",review
75156,"speculation , conspiracy theories or",review
69216,delicious and delicately,review
75878,slow-moving police-procedural thriller,review
67840,"to a formulaic bang-bang , shoot-em-up scene at the conclusion",review
15838,"'s simply stupid , irrelevant and deeply , truly ,",review
56807,flashbulb editing as cover for the absence of narrative continuity,review
39493,as crisp and,review
57489,a good woman,review
46314,each of her three protagonists,review
48832,'s almost worth seeing,review
14825,for something fresh to say,review
32083,to introduce obstacles for him to stumble over,review
28312,", to find a place among the studio 's animated classics",review
11458,a romantic trifle,review
48755,sentimental war movies,review
70401,break up the live-action scenes with animated sequences,review
25244,the broiling sun for a good three days,review
64688,"Quiet , adult and",review
12149,this gutter romancer 's secondhand material,review
75913,satire Lucky Break was aiming for,review
37281,see previous answer,review
67147,that broaches neo-Augustinian theology : Is God,review
63521,bringing the story of Spider-Man to the big screen,review
70360,of -LRB- Woo 's -RRB-,review
18334,every 10 seconds,review
53208,seems to be missing,review
71433,the star of the story,review
10708,the film 's Sopranos gags incredibly dated and unfunny,review
58042,A thriller with an edge,review
26638,What 's next ?,review
35373,their very minds,review
22105,his hypermasculine element,review
10413,fits the profile too closely,review
60341,essentially ruined --,review
29763,of having been slimed in the name of High Art,review
72262,dialogue and drama,review
29456,a sweet and sexy film,review
1279,to endure last summer,review
69432,convincing as this bland blank of a man with unimaginable demons,review
76009,seems to play on a 10-year delay,review
46594,should be interesting,review
48971,", a ripping good yarn is told .",review
71068,Everything is off .,review
27792,"historically significant , and",review
17239,When the twist endings were actually surprising ?,review
23991,the greatest plays,review
71834,be quirky at moments,review
14066,sometimes baffling and,review
61813,takes hold and grips,review
28337,As it stands it 's an opera movie for the buffs .,review
74358,Often overwrought and,review
57192,honest working man John Q. Archibald,review
84186,"of death , especially suicide",review
20735,too-hot-for-TV direct-to-video\/DVD category,review
19726,from the athleticism,review
4939,shockingly bad and absolutely unnecessary,review
6604,to express warmth and longing,review
62346,51 times better than this,review
66454,"'s surprisingly decent , particularly for a tenth installment in a series",review
53036,-LRB- Tsai 's -RRB-,review
2703,the humor dwindles .,review
85662,in a thankless situation,review
31994,"has a tired , talky feel",review
4969,in the summertime,review
61514,writer-director Neil Burger,review
66302,need apply .,review
3684,"Stupid , infantile , redundant , sloppy ,",review
9810,"is the score ,",review
78585,"all ages , Spirit",review
42493,true pleasure .,review
72934,grittily beautiful film,review
